OPERATION_ID,OPERATION_NAME,CITY,place_id,google_rating,review_text,review_rating,match_confidence
1186978,The Little Engine Learning Center,SAN ANTONIO,ChIJ-0ZtcGiLXIYRJORd0gSotaM,4.2,"Ive had my son enrolled at The little engine learning center for a few years now. At first It was for full-time care, And now it is for drop in care only since he started pre k recently. On the days hes not at the daycare he talks about missing the daycare. All the staff have been kind and patient with my child and I. The director Mrs. Tawnya and her family are very involved at the center and within the community. They really treat us like family and we love the LELC!",5,high_confidence
1186978,The Little Engine Learning Center,SAN ANTONIO,ChIJ-0ZtcGiLXIYRJORd0gSotaM,4.2,"Hello parents and other readers, I hope that this review will aid you in your decision to choose the appropriate day care for your child. This is a review of my experience with The Little Engine Learning Center on in the beginning of April 2023. First, I notice that there are multiple good reviews that were given approximately between 2-4 years ago. I consider this a great deal and I make the choice to enroll my at that time 6 month old baby girl. The ladies that operate at the front desk (I cannot recall their names) were extremely nice and welcoming. They made me feel like I was valued and that my interest in their daycare was important to them. When I arrived to the daycare, it appeared to be unders some construction and first room upon entrance was packed with boxes, papers, childrens belongings, etc. It was crowded with little room, maybe enough room for 1 person standing. I got my daughter enrolled paid the registration fee and first week of day care fee costing a total of $225. My initial thought was wow, this is so affordable + the daycare staff seem so friendly, this is too good to be true. My daughter had her first day April 3 and I met a sweet lady named Ms. Nancy she assured me as I cried from the fear of leaving my baby with a stranger, that she was in good hands and she had years of experience. She also mentioned that there was a change of teachers around noon time so there would be someone different taking care of my daughter in the afternoon. That was understandable. Day 3 at this day care, Wednesday, April 5, 2023 I go to pick up my daughter. I requested to meet the afternoon teachers so that I could introduce myself and learn more about my daughters day. (I do not remember her name only that she was dark colored woman who wore scrubs possibly no younger than 40 years old) I learned that there were two babies (including mine) in the classroom that afternoon and both were being picked up at the same time. When I introduced myself as my daughters mother and asked how her day was, she was not very pleasant or welcoming. She immediately told me that my 6 month old baby girl was "" BAD"" and she gets bored easily. She proceeded to tell me, using her hands to emphasize that my daughter cries a lot and is only okay for 5 minutes on the 6th minute she is crying. I was speechless and waited for her to finish. She continued to say that my baby girl was too heavy for her and she could not be giving her all the attention because she had another baby to take care of. I informed her that describing my baby girl as "" bad, bored, and too heavy"" was very inappropriate for an infant and also very concerning to me that she felt this way. I asked her if this was too much for her? Which she responded no, I have taken care of babies for years and she is BAD. AGAIN! I told her MY BABY IS  NOT BAD. I could see my daughters' eyes staring at me, with no sign of happiness or pleasure, she had a flat affect. I was absolutely broken hearted and in disbelief that this teacher at The Little Engine Learning Center was taking care of MY BABY with full trust from me for 8 hrs of the day. My baby girl did not go back to this day care after that day. I attempted to reach Daja, the directors daughter or any front desk staff to share my concerns and my calls were never answered. I hope that parents who are reading this consider the quality of this daycare and most importantly understand that YOU GET WHAT YOU PAY FOR.  No low cost daycare is ever worth your child suffering at the hands of people who do not care for your children.",1,high_confidence
1186978,The Little Engine Learning Center,SAN ANTONIO,ChIJ-0ZtcGiLXIYRJORd0gSotaM,4.2,I have been taking my little one to this daycare since she was 5 months old. I recommend this day care! The director is caring and nice! She listens to all special requests and makes sure that she understands them as well (reiterates it to the parent) to make sure their children receive the best care. Any issues that we have had we have brought it to her attention and it's been taken care of then and there. The teachers who watch the little ones are also very friendly every time I drop her off!,5,high_confidence
1186978,The Little Engine Learning Center,SAN ANTONIO,ChIJ-0ZtcGiLXIYRJORd0gSotaM,4.2,I am a returning long time customer. Ive had my 4 children start there since 3 months old. They take great care of the children and cook healthy meals. It's always clean and the employees are friendly. They always listen to special instructions regarding the handling of birth injured babies or special feeding instructions. I recommend this daycare for all your daycare or afterscholl needs.,5,high_confidence
1186978,The Little Engine Learning Center,SAN ANTONIO,ChIJ-0ZtcGiLXIYRJORd0gSotaM,4.2,This is one of the best daycares in San Antonio. They go above and beyond to provide not just care but love for the children. The owner took my autistic son under her wing and helped me get him the care he needs. She really has a passion for what she does. A big thank you to her and her staff,5,high_confidence
1117938,Spanish World School - Skillman,DALLAS,ChIJ-4eNPHCfToYRkxevVmr-27Y,5.0,"We cannot say enough wonderful things about Spanish World School. The teachers have such a genuine love for the kids — it’s clear in every interaction.

The curriculum is incredibly thoughtful and engaging, even for the youngest students. We’ve been amazed at how much our child is learning and absorbing — not only academically but socially and emotionally.

The Spanish immersion approach is phenomenal; our child is picking up the language naturally and enthusiastically, and we love that they are developing this skill in such a fun, playful, and immersive way.

The administrative staff are outstanding — responsive, organized, and always helpful. Communication is clear and consistent, which gives us so much peace of mind.

The parent culture is inclusive and welcoming.

We are so grateful to be part of this incredible school. It’s truly a gem.",5,medium_confidence
1117938,Spanish World School - Skillman,DALLAS,ChIJ-4eNPHCfToYRkxevVmr-27Y,5.0,"We have had both our daughters attend the Spanish world school location on Skillman for their pre-school experience.  We couldn’t be happier with the front office staff and teachers.   They are so kind and treat the children with kindness and respect.   We love the community, project based learning and the school.",5,medium_confidence
1117938,Spanish World School - Skillman,DALLAS,ChIJ-4eNPHCfToYRkxevVmr-27Y,5.0,"Huge fan! The core values (Respect, Responsibility, Honesty, Communication), the project-based learning and Spanish-immersion, combined with the warm, caring community were a wonderful experience for our family.",5,medium_confidence
1117938,Spanish World School - Skillman,DALLAS,ChIJ-4eNPHCfToYRkxevVmr-27Y,5.0,"We absolutely adore the staff at SWS! There is nothing like the love of the Spanish community, it’s like dropping your kids at their families house. Everyone loves your kids and cares for them like they are theirs. We could not be happier with our decision to provide them a Spanish education at this school. Thank you SWS!",5,medium_confidence
1117938,Spanish World School - Skillman,DALLAS,ChIJ-4eNPHCfToYRkxevVmr-27Y,5.0,"Great place for kids to learn both Spanish and English. The teachers & staff are awesome. Although they aren't Montessori, their teaching style seems very similar to it in that the kids interact & speak more in class. I recommend this school to everyone!",5,medium_confidence
1383768,Kidventure After School at Travis Elementary,HOUSTON,ChIJ-5hPjoC5QIYRJJONJNcITb0,5.0,"Kidventure afterschool program is the best! Miss Amanda and Miss Tee foster a safe, fun, and welcoming environment for the kids. They are so helpful and involved! I am always grateful and impressed at their organization and kindness. The staff at Kidventure really are amazing!",5,high_confidence
1383768,Kidventure After School at Travis Elementary,HOUSTON,ChIJ-5hPjoC5QIYRJJONJNcITb0,5.0,Ms. Amanda and the Travis team take such good care of kiddos. My son loves going to Kidventure  and he’s disappointed if we pick him up too early.,5,high_confidence
1383768,Kidventure After School at Travis Elementary,HOUSTON,ChIJ-5hPjoC5QIYRJJONJNcITb0,5.0,We’ve been very happy with our experience at Travis Elementary. A wonderful team all around.,5,high_confidence
1383768,Kidventure After School at Travis Elementary,HOUSTON,ChIJ-5hPjoC5QIYRJJONJNcITb0,5.0,KV is great! My kids love attending and pickup is convenient,5,high_confidence
1383768,Kidventure After School at Travis Elementary,HOUSTON,ChIJ-5hPjoC5QIYRJJONJNcITb0,5.0,Such a great program !,5,high_confidence
1477354,Little Stars Childcare 2,HOUSTON,ChIJ-6Lp8t_NQIYRADCWmMDSbh4,4.5,"I can’t say enough good things about this daycare center. From the manager and the lady at the front desk to all of the teachers, the staff is so kind and nurturing. They make my babies feel loved and right at home. The facility is so educational and clean, they do crafts every day, have indoor and outdoor play. Each day my children come home with so many stories about their awesome days they’ve had. I recommend this place if you’re looking for somewhere to take your children where you know they will be properly taken care of and loved.",5,high_confidence
1477354,Little Stars Childcare 2,HOUSTON,ChIJ-6Lp8t_NQIYRADCWmMDSbh4,4.5,I moved my son here in December and it was literally the best thing I did. He is thriving and really learning! He loves it! We love all the staff and children! They are so sweet and he loves them all! I have really seen him grow and learn in the small amount of time he has learned a lot! I love this place very much heavenly sent!,5,high_confidence
1477354,Little Stars Childcare 2,HOUSTON,ChIJ-6Lp8t_NQIYRADCWmMDSbh4,4.5,"Little Stars Childcare 2 truly shines as a hidden gem! The compassionate staff genuinely cares about each child, creating a warm and nurturing environment. Offering safety, kindness, and affordability, it's the perfect place for your child's early learning journey.",5,high_confidence
1477354,Little Stars Childcare 2,HOUSTON,ChIJ-6Lp8t_NQIYRADCWmMDSbh4,4.5,"We are so grateful for this day care, all of the teachers are very sweet, my son has learn so much, they have actual classes every day and i can tell cause my baby comes home with something new every day.",5,high_confidence
1477354,Little Stars Childcare 2,HOUSTON,ChIJ-6Lp8t_NQIYRADCWmMDSbh4,4.5,"Highly recommended, my children are very happy that they have learned a lot, the teachers are very loving and professional, and the director is a lovely person. 10/10 ❤️🫶🏻🌟🌟🌟🌟🌟",5,high_confidence
95678,Bright Beginners Preschool and Infant Care,HOUSTON,ChIJ-7OmHZLNQIYR6SQ5gSzjqug,4.6,"From the moment we first stepped into Bright Beginners, we knew we'd found something special. The leadership under Kim is top-notch, always accessible and genuinely passionate about creating the best possible environment for children.

But what truly sets Bright Beginners apart is the incredible faculty. Our son's teachers are amazing – patient, nurturing, and invested in his development every step of the way. We see the love and care they pour into each child in the mobile app updates and the way our son interacts with his teachers. Every child is truly cherished, not just ours.

We feel that the values Bright Beginners instill go beyond academics. The focus on Christian principles creates a foundation of kindness, respect, and compassion. Chapel time on Wednesdays is a highlight for our son, and we love seeing him embrace these essential values at such a young age.

Of course, safety and security for us are also paramount, and Bright Beginners delivers on that front too. The facility is pristine, well-maintained, and equipped with all the necessary measures to keep our little ones secure. We always have peace of mind knowing our son is in such capable hands.

In short, Bright Beginners isn't just a daycare; it's a loving community where children thrive. We can't recommend it highly enough! If you're looking for a nurturing, values-based environment for your precious little one, look no further than Bright Beginners.",5,high_confidence
95678,Bright Beginners Preschool and Infant Care,HOUSTON,ChIJ-7OmHZLNQIYR6SQ5gSzjqug,4.6,"We are so thankful to have found Bright Beginners. They are taking such wonderful care of our son. I feel completely at ease knowing he’s there. The school has more reasonable ratios for kids and I truly feel like my kiddo is getting an education and attention he needs. So thankful for them and the love they show him, while teaching him about god.",5,high_confidence
95678,Bright Beginners Preschool and Infant Care,HOUSTON,ChIJ-7OmHZLNQIYR6SQ5gSzjqug,4.6,"To the staff and admin, Thank you for taking care of Gunther as if he is your own family. You have set a high standard for me to search for another childcare here in the South.  Thank you for your patience, love and dedication for the children and for your work.  To Ms Carla and Ms Carmen, you are an angel and my son adores you so much! God bless you in what you do!",5,high_confidence
95678,Bright Beginners Preschool and Infant Care,HOUSTON,ChIJ-7OmHZLNQIYR6SQ5gSzjqug,4.6,"Our daughter has been going to this school since she was 8 weeks old and now she's almost 2 and a half. I can't say enough good things about the facility, the school, or most importantly the staff. Their leadership team and staff of great teachers are excellent professionals that make sure my daughter's pre-school experience is top tier.

As a parent I always feel welcome and my daughter has made friendships that have grown not only in the classroom but also outside of the classroom. We were referred to this school from a neighbor and have never second guessed our decision to enroll our daughter in this school. We love our teacher's and are so happy to have our daughter here.",5,high_confidence
95678,Bright Beginners Preschool and Infant Care,HOUSTON,ChIJ-7OmHZLNQIYR6SQ5gSzjqug,4.6,"Best school ever. Drive past every other daycare and school to get to Bright Beginners. Their staff and their program are amazing!!! They have small classes, chapel, Spanish, gardening, and tons of other events for the kids. They are the most loving group of people.  I’ve been to other schools, and nothing compares.",5,high_confidence
102161,La Petite Academy Judson,SAN ANTONIO,ChIJ-U1s6GuMXIYREbk3jnKEIPI,3.6,"We are so incredibly happy with our decision to enroll our son at La Petite Academy on Judson. From the moment we arrived on his first day, we could tell this was going to be a wonderful place for him to learn and grow. ZyAire gave us a tour and walked us through all of the questions we had as first-time parents, and she has been so great ever since. Every time we drop him off, our son gives a big smile to the teachers that reassures us he’s having fun and feels safe. ZyAire and Alexis are fantastic with the littles and we feel really good about them watching our son. We recommend La Petite to anyone with kids.",5,high_confidence
102161,La Petite Academy Judson,SAN ANTONIO,ChIJ-U1s6GuMXIYREbk3jnKEIPI,3.6,"I absolutely LOVE this daycare. The teachers genuinely care about my kid’s well-being. Both my son and daughter are always excited to go. The teachers and director always have a variety of learning activities and opportunities for the kids to gain more confidence by treating them like young adults. The teachers are fantastic! They foster learning and accountability. They help reiterate life skill teachings we do at home and help them become more self-sufficient. The place is always clean and it is apparent communication is paramount. The director is a fantastic leader and leads by example. Her professionalism and can do attitude exceed all expectations. It is really is a simple question. If you want your kids to be in a healthy, clean, and quality day care, there’s no other choice. You must take them to this daycare. 1,000% recommend!",5,high_confidence
102161,La Petite Academy Judson,SAN ANTONIO,ChIJ-U1s6GuMXIYREbk3jnKEIPI,3.6,"This daycare has exceeded our expectations in every way. The teachers create a safe, structured, and nurturing environment where children thrive. I’m impressed by the educational activities, daily updates, and the genuine attention to each child’s needs. The facility is well-maintained, and the staff is always welcoming. We truly feel like our child is in the best hands.",5,high_confidence
102161,La Petite Academy Judson,SAN ANTONIO,ChIJ-U1s6GuMXIYREbk3jnKEIPI,3.6,"As a parent, there is nothing better than seeing your child run into their classroom with excitement. From the moment we toured, everyone has been very welcoming and professional. Choosing La Petite was the best decision we made for our family... Highly recommend!",5,high_confidence
102161,La Petite Academy Judson,SAN ANTONIO,ChIJ-U1s6GuMXIYREbk3jnKEIPI,3.6,"⭐️⭐️⭐️⭐️⭐️ Absolutely Exceptional Care—A True Second Family
We have children ages 3, 6, and 7, and this daycare has been an incredible part of their lives. Our 6-year-old has been attending since he was in Toddler 1, and our youngest started here at just 6 weeks old. At this point, they truly feel like part of our family.

The level of care in each classroom is outstanding. Yolanda, in Preschool 1, goes above and beyond every single day. She is patient, engaging, and genuinely invested in the growth of every child in her class.

For our older kids, Linda in the School Age classroom is phenomenal. Her background as a former principal really shines—she keeps the older children engaged, well-mannered, and excited to learn. She understands how to challenge them while still making every day fun and meaningful.

Beatrice, the cook, is the sweetest person. She pours so much love into the meals she prepares, and the kids absolutely adore her.

And of course, Marie, the director, is the heart of the entire center. She works tirelessly to ensure the very best experience for both the children and the parents. She is transparent, honest, and always willing to step into any classroom—even the infant room—whenever she’s needed. Her leadership and communication are unmatched.

This daycare doesn’t just provide supervision—they provide genuine care, structure, enrichment, and a sense of belonging. I cannot recommend them highly enough. If you’re looking for a place where your children will be nurtured, supported, and treated like family, this is it.",5,high_confidence
155026,Play and Learn Christian Academy,DALLAS,ChIJ-WIGBn6kToYReZtzk9NX6uE,4.1,"As a parent, finding a childcare center that not only meets but exceeds national standards is a rare gift — and Play N’ Learn has done exactly that for our family. From day one, the care, structure, and attention to detail this center offers has been nothing short of exceptional.

The staff goes above and beyond to ensure each child is receiving a well-rounded, personalized education. One of the most impressive things about Play N’ Learn is how open and available the teachers are when it comes to discussing your child’s progress. They’re not just willing to meet — they want to. Whether it's a quick check-in or a deeper conversation about how to support learning at home, they always make time. It truly feels like a partnership.

A standout in our experience has been Ms. Chantal. She has an incredible gift for working with children — warm, attentive, and always encouraging. Her dedication shines through in every interaction. Any negative feedback regarding her, or Ms. Mae, honestly baffles me. These two women are the heart of the center. They consistently demonstrate care, patience, and a deep commitment to every child’s growth and well-being. The love they have for their work and for the children is unmistakable.

Thanks to Play N’ Learn’s thoughtful and immersive curriculum, my child is now fluent in both English and Spanish — a skill that will serve them for a lifetime. The bilingual education is seamlessly integrated into everyday activities, making language learning natural and fun.

Play N’ Learn is more than just a daycare — it’s a community that nurtures, educates, and empowers children. We are beyond grateful for the foundation they’ve helped build for our child.",5,medium_confidence
155026,Play and Learn Christian Academy,DALLAS,ChIJ-WIGBn6kToYReZtzk9NX6uE,4.1,My kids have been going here since they were babies. I love this daycare. This is the first and only daycare I trust.,5,medium_confidence
155026,Play and Learn Christian Academy,DALLAS,ChIJ-WIGBn6kToYReZtzk9NX6uE,4.1,"This daycare is terrible. I am not on the outside looking in. You have workers there that hate being there. The owner acts godly like, but courses at her employees. The director is terrible at her job. I rallied up people talk about this center.",1,medium_confidence
155026,Play and Learn Christian Academy,DALLAS,ChIJ-WIGBn6kToYReZtzk9NX6uE,4.1,My 2 year old loves loves loves daycare! His speech and understanding is amazing they handle the babies with so much love and care at this center! Today after pick up he told us that his misses his friends cause he wants to play with them now ain’t that some!! 😍,5,medium_confidence
155026,Play and Learn Christian Academy,DALLAS,ChIJ-WIGBn6kToYReZtzk9NX6uE,4.1,"I have 4 kids who go to this daycare going on 4 years now. I LOVE THIS DAYCARE! They welcome my kids with smiles on their faces. I love to see my kids excitement when they see their teachers. MY KIDS LOVE THEIR TEACHERS!! They are good to my kids, take good care of them by all means. Big shout out to Miss Chantal, Miss Victoria, Miss Courtney, Miss Laura & many more. Thank you all for time & dedication.",5,medium_confidence
1480929,Little Oaks Early Learning Academy,HOUSTON,ChIJ-ZjstG-dQIYRgDSkTsWdxRs,5.0,"We’ve had a wonderful experience at Little Oaks – Clear Lake. We have a 4-year-old and an 18-month-old, and both are so well cared for here. Their teachers, Mrs. Cathy and Mrs. Rachelle, are kind, attentive, and truly know our kids. The small class sizes make a big difference, and it’s clear our children get the individual attention and care they need.

One thing we really appreciate is that every staff member knows our kids and treats them with love, even outside their own classroom. It feels like a genuine community, not just a daycare.

I also love that the focus is on the kids themselves—helping them grow socially, learn through play, and learn about Jesus in a way that feels natural and age-appropriate. It doesn’t feel overwhelming or overly structured, just thoughtful and intentional.

Our kids come home happy every day, talking about how much they love school and excited to go back. Communication is great, and I never feel uneasy dropping them off. Little Oaks feels safe, caring, and steady, and that peace of mind means everything to us.",5,medium_confidence
1480929,Little Oaks Early Learning Academy,HOUSTON,ChIJ-ZjstG-dQIYRgDSkTsWdxRs,5.0,"We have our 2 1/2 year old and 11 month old enrolled at LittleOaks Clear Lake and we feel absolutely blessed and relieved to have found it. The leadership is kind and accommodating, the teachers are fantastic and caring and my husband and I trust the team in Clear Lake to take care of both our children.

They keep in constant communication throughout the day, put on events for the children and have little art projects. My oldest is shy but gets excited when I tell her she is going to school today. I have not had an issue during our time with LittleOaks and I recommend other parents looking to check it out!",5,medium_confidence
1480929,Little Oaks Early Learning Academy,HOUSTON,ChIJ-ZjstG-dQIYRgDSkTsWdxRs,5.0,"We have our infant enrolled at Little Oaks and we have had a great experience! All of the teachers and staff have been very professional and courteous during our interactions and have made the transition to daycare a smooth transition for our son. We love the daily pictures/updates on the app, too.",5,medium_confidence
1480929,Little Oaks Early Learning Academy,HOUSTON,ChIJ-ZjstG-dQIYRgDSkTsWdxRs,5.0,"This is a school filled with love, warmth, justice, and kindness.
It may not be large or flashy, but it truly loves children and stands for truth and what is right.

Ms. Jessi and Ms. Cathy are extraordinary. They protected my child, cared for him, and stood with integrity and compassion when it mattered most. As a parent, I will forever be grateful for the way they guarded my child’s heart and well-being.

I don’t have many words to fully express my appreciation — but I believe God sees and remembers everything. What you have done matters more than you may ever know.

Thank you for being a safe place for children.",5,medium_confidence
1480929,Little Oaks Early Learning Academy,HOUSTON,ChIJ-ZjstG-dQIYRgDSkTsWdxRs,5.0,"I was extremely nervous looking for a preschool for my little one. Ms. Siobhan made us feel so comfortable during our tour. My kiddo was calling his teacher by name by the 3rd day. All the teachers Ms. Kayona, Ms. Rachelle, Ms. Camryn, and Ms. Holly give multiple updates daily to help us parents feel less anxious. Ms. Jessi and Ms. Siobhan have created a wonderful, calm, joyful environment for my little one with their well trained staff. I appreciate all that they do!",5,medium_confidence
1350388,Little Treehouse Early Learning Center #3,SAN ANTONIO,ChIJ-_DhB1lYXIYRXdLK4uqtkZ8,3.8,"We absolutely love this daycare. The teachers are so loving, patient, and truly make my daughter feel safe and happy. Every day she comes home excited, chatting about what she learned and the fun she had.  The communication is great and you can tell the staff truly cares about the kids. We’re so grateful to have found this place!",5,high_confidence
1350388,Little Treehouse Early Learning Center #3,SAN ANTONIO,ChIJ-_DhB1lYXIYRXdLK4uqtkZ8,3.8,This particular location is Outstanding..The director Jessica Lopez goes extremely above and beyond for ALL the children there. She has even used her own money to provide parties and over the top experiences for the kids. My son has been there since he was 3 months old and is turning 3 in April. The group of teachers there are helpful and caring. He's teacher Ashley Reyes is the kindest person I know. She texts me throughout the day and ALWAYS has positive feedback for me at the end of the day.  She even sends me pictures of my son when she does activities with him. My son looks forward to going to the center. If your looking for a quality center with people who treat your children like family....this is it. Thank You LTELC #3 for all you do for the children.,5,high_confidence
1350388,Little Treehouse Early Learning Center #3,SAN ANTONIO,ChIJ-_DhB1lYXIYRXdLK4uqtkZ8,3.8,"My daughter has attended this daycare since she was 3 months old and she is now 4 years old. Every teacher has taken such wonderful care of her and all the children that attend. It warms my heart to know that my daughter is  learning, loved and well taken care. I trust the Director and Teachers wholeheartedly.",5,high_confidence
1350388,Little Treehouse Early Learning Center #3,SAN ANTONIO,ChIJ-_DhB1lYXIYRXdLK4uqtkZ8,3.8,"I absolutely love this location of little tree house my 2 children have been attending this location for over a year and i have never had a issue.  The staff are professional, friendly and not to mention they handle the kids with great care.. My kids are always learning new and educational things.  Even the after school pick up is great and the kids still get hands on with homework or any help needed from school work.  I always recommend my friends in need of a daycare to this location :) Thank You to all the staff who take will good care of my children your the best :)",5,high_confidence
1350388,Little Treehouse Early Learning Center #3,SAN ANTONIO,ChIJ-_DhB1lYXIYRXdLK4uqtkZ8,3.8,This day care is FANTASIC. My friend has has had 3 of her granddaughters there… they provided a outstanding teaching curriculum that the prior daycare in Division st severely lack. Little Treehouse truly provides the excellent learning atmosphere to prepare you child for the next level,5,high_confidence
1483871,EJ'S Kids Daycare and Learning Center LLC,SAN ANTONIO,ChIJ-_Uth6b3XIYR3yZ1Mid9xKE,5.0,Such an exceptional daycare!! My daughters have been at this daycare for a while now and they absolutely love it!! I am so incredibly thankful for the staff!! Ms. Teresa the owner is hands down an amazing person! The way she is so attentive to the students and the parents I am forever grateful! We are so sad to be leaving soon!! 1000/10 recommend over any other daycare around!!,5,high_confidence
