place_id,DEFICIENCY_HIGH,DEFICIENCY_MEDIUM_HIGH,DEFICIENCY_MEDIUM,DEFICIENCY_MEDIUM_LOW,DEFICIENCY_LOW,TOTAL_INSPECTIONS,TOTAL_ASSESSMENTS,TOTAL_CAPACITY,ISSUANCE_DATE,PROGRAMS_PROVIDED,ACCEPTS_CHILD_CARE_SUBSIDIES,CORRECTIVE_ACTION,ADVERSE_ACTION,TEMPORARILY_CLOSED,OPERATION_ID,OPERATION_NAME,CITY,ADDRESS_LINE,ZIPCODE,google_name,google_rating,google_review_count,review_count_returned,match_confidence,YEARS_IN_OPERATION,IS_ACCREDITED,ACCEPTS_SUBSIDIES,HAS_CORRECTIVE_ACTION,HAS_ADVERSE_ACTION,WAS_TEMP_CLOSED,TOTAL_DEFICIENCIES,DEFICIENCY_RATE,HIGH_DEFICIENCY_RATE
ChIJ37Kgyk6dToYRf_7DtOtupOI,0,0,0,0,0,8,0,101,2024-01-22,"Part Time Care,Field Trips",N,NO,NO,NO,1446133,Meadowbrook School,DALLAS,6525 FOREST LN,75230 2807,Meadowbrook School,5.0,2.0,2,high_confidence,1.9,0,0,0,0,0,0,0.0,0.0
ChIJ398Ritb3XIYRcSAOruux5mo,9,17,8,3,0,26,1,88,2019-04-30,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1318541,Hands N Hands Childcare,SAN ANTONIO,2143 S WW WHITE RD,78222 1121,Hands N Hands,3.0,5.0,5,medium_confidence,6.7,0,1,0,0,0,37,1.423,0.346
ChIJ398ch8xpXIYRhjr89iX_Cis,1,4,1,0,0,8,0,56,2014-07-24,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1129827,Kids Are Angels Learning Center,SAN ANTONIO,10865 SHAENFIELD RD STE 2101,78254 9617,Kids Are Angels Learning Center,4.8,30.0,5,high_confidence,11.4,0,1,0,0,0,6,0.75,0.125
ChIJ3Q-hcs05W4YR6c8zY-THreQ,1,4,2,0,0,11,0,202,2016-02-17,"School Age Care,Part Time Care",Y,NO,NO,NO,1212145,The Goddard School,AUSTIN,301 MEDICAL PKWY,78738 5627,The Goddard School of Lakeway,5.0,70.0,5,medium_confidence,9.9,0,1,0,0,0,7,0.636,0.091
ChIJ3Q4tpK3LQIYR0aiJKJ8iiNA,2,2,0,0,0,5,0,132,2026-01-15,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1509724,Big Dreams &Lil Wonders Academy-Walters Road,HOUSTON,13712 WALTERS RD STE 100,77014 2763,Big Dreams & Lil Wonders Christian Academy,5.0,5.0,5,medium_confidence,-0.0,0,0,0,0,0,4,0.8,0.4
ChIJ3RZ1AjO1RIYRATvhbZ0fgoI,3,4,2,1,1,15,0,278,2007-03-16,"Accredited,Snacks Provided,Skill Classes,Field Trips",Y,NO,NO,NO,312723,Childs Day,AUSTIN,2525 WALLINGWOOD DR STE 100,78746 6926,Child's Day,4.4,18.0,5,high_confidence,18.8,1,1,0,0,0,11,0.733,0.2
ChIJ3TGcmmJdXIYRVOuyvSRHNdM,8,10,5,0,0,21,1,74,2024-05-08,"School Age Care,Meals Provided ,After School Care,Snacks Provided",Y,NO,NO,NO,1464600,Maple Grove Montessori & Child Care,SAN ANTONIO,7724 ECKHERT RD,78240 3008,Maple Grove Montessori & Childcare,4.4,55.0,5,high_confidence,1.7,0,1,0,0,0,23,1.095,0.381
ChIJ3TQvp1_AQIYRf7NOfb5lxcI,0,2,3,0,1,7,0,37,2015-08-12,"School Age Care,Meals Provided ,Snacks Provided,Drop-In Care",N,NO,NO,NO,1170995,Miss Pattycake Childcare,HOUSTON,2513 SUNSET BLVD,77005 1433,Miss Pattycake Childcare,4.6,39.0,5,high_confidence,10.4,0,0,0,0,0,6,0.857,0.0
ChIJ3Uz7qeBZXIYRkMYvoHMOt3w,5,10,6,1,0,15,0,49,2001-03-08,"School Age Care,Meals Provided ,After School Care,Snacks Provided",Y,NO,NO,NO,165274,Lil Tikes Day Care Center,SAN ANTONIO,2710 TORTUGA ST,78224 1838,Lil Tikes Daycare,4.2,18.0,5,medium_confidence,24.8,0,1,0,0,0,22,1.467,0.333
ChIJ3V0avqm8ToYRd4ZtrbT0Mp0,8,14,14,2,1,30,1,223,2021-10-05,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1372203,"Little Creations Learning Center, LLC",DALLAS,817 HOLCOMB RD,75217 4413,Little Creations Learning Center,3.7,19.0,5,high_confidence,4.2,0,1,0,0,0,39,1.3,0.267
ChIJ3VHFSwC_QIYR1oqRHwJQxas,3,3,0,0,0,5,0,140,2025-12-23,"Snacks Provided,Drop-In Care,Part Time Care",N,NO,NO,NO,1505979,Kido International Preschool,HOUSTON,3302 CANAL ST,77003 1832,Kido EADO International Preschool & Daycare,5.0,4.0,4,medium_confidence,0.0,0,0,0,0,0,6,1.2,0.6
ChIJ3VkfGOHbQIYRZrtJZa6MeIQ,2,1,8,1,0,7,0,35,2015-02-25,"School Age Care,Before School Care,After School Care,Snacks Provided",Y,NO,NO,NO,1154334,YMCA Afterschool @ Wolfe Elementary,HOUSTON,502 ADDICKS HOWELL RD,77079 2309,Maurice L. Wolfe Elementary,,,0,medium_confidence,10.9,0,1,0,0,0,12,1.714,0.286
ChIJ3_gGRYZyToYRnclPZl7jRPk,0,5,2,0,0,7,0,100,2016-04-05,"Snacks Provided,Part Time Care,Field Trips",N,NO,NO,NO,1196487,Arborlawn Children's Academy,FORT WORTH,5001 BRIARHAVEN RD,76109 4406,Arborlawn Children's Academy,5.0,7.0,5,high_confidence,9.7,0,0,0,0,0,7,1.0,0.0
ChIJ3_kVyaC_QIYRnYV4rNlAJ3E,8,30,6,0,0,21,0,85,2006-06-12,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,285677,Southmore Kiddie Kollege,HOUSTON,3201 SOUTHMORE BLVD,77004 6216,Southmore Kiddie Kollege,5.0,2.0,2,high_confidence,19.6,0,1,0,0,0,44,2.095,0.381
ChIJ3cmadFHTQIYRCsa6fGtlnIQ,4,7,4,0,0,12,0,96,2024-12-05,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1479013,Little Dreamers Preschool,HOUSTON,9803 SPRING CYPRESS RD STE 100,77070 6431,Little Dreamers Preschool,4.6,27.0,5,high_confidence,1.1,0,1,0,0,0,15,1.25,0.333
ChIJ3erK-ZyVQIYRlTcSd9kq0cM,3,1,0,0,0,6,0,136,2011-05-27,"School Age Care,Accredited,Meals Provided ,Snacks Provided,Skill Classes",N,NO,NO,NO,797630,Bastian Elementary Head Start Center,HOUSTON,5051 BELLFORT ST,77033 3826,Bastian Elementary School,,,0,medium_confidence,14.6,1,0,0,0,0,4,0.667,0.5
ChIJ3f9W_gbFQIYRgcm8ABlHWys,0,5,1,1,0,4,0,193,2025-10-06,"School Age Care,Before School Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School ,Field Trips",N,NO,NO,NO,1508742,Creative Care - Blalock,HOUSTON,1639 BLALOCK RD,77080 7320,Creative Care Childrens School - Spring Branch - Blalock,4.9,82.0,5,medium_confidence,0.2,1,0,0,0,0,7,1.75,0.0
ChIJ3fIr79BMW4YRT60hR380tbQ,0,0,0,0,0,5,0,170,2025-10-17,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1515543,Stepping Stone School XVIII,AUSTIN,9325 ALICE MAE LN,78748 5413,Stepping Stone School - Southpark Meadows/Onion Creek,4.2,44.0,5,medium_confidence,0.2,0,0,0,0,0,0,0.0,0.0
ChIJ3wBGFyH2XIYRaop_HanqFfU,1,0,3,0,0,10,0,128,1985-11-25,Accredited,Y,NO,NO,NO,94266,St. Paul's Lutheran Child Development Center,SAN ANTONIO,106 211 ROSEBOROUGH ST,78210,St Paul Lutheran Child Development Center,4.0,4.0,4,high_confidence,40.1,1,1,0,0,0,4,0.4,0.1
ChIJ3wuexPyZToYRNTuNoY10--0,1,0,0,0,0,8,0,160,2016-08-26,"Meals Provided ,Snacks Provided,Field Trips",N,NO,NO,NO,1235442,Buckeye Trail Commons Early Head Start and Head Start,DALLAS,6717 BEXAR ST,75215 5406,Buckeye Headstart Learning Center,4.1,9.0,5,medium_confidence,9.3,0,0,0,0,0,1,0.125,0.125
ChIJ3xtsHXnIRIYRoRa7hmMcogc,3,7,7,0,1,14,0,224,1997-09-16,"School Age Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,148838,Childrens Courtyard,AUSTIN,11012 HARRIS BRANCH PKWY,78754 5602,The Children's Courtyard on Harris Branch Parkway,4.2,81.0,5,medium_confidence,28.3,1,1,0,0,0,18,1.286,0.214
ChIJ3zz_WfKaToYRweKBdMQI0uM,1,3,0,0,0,11,0,116,1989-05-16,"Before School Care,Meals Provided ,After School Care,Snacks Provided,Field Trips",N,NO,NO,NO,114239,Mi Escuelita Preschool @ Cockrell Hill Head Start,DALLAS,4031 W CLARENDON DR,75211 4917,Mi Escuelita Preschool,3.2,9.0,5,medium_confidence,36.6,0,0,0,0,0,4,0.364,0.091
ChIJ40baJSZYXIYRp2IQ5dpZpJA,2,14,6,1,0,11,0,100,2004-12-22,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School",Y,NO,NO,NO,250709,Little Miracles Child Development Center,SAN ANTONIO,3751 COMMERCIAL AVE,78221 3118,Little Miracles Child Development Center,3.0,2.0,2,high_confidence,21.0,0,1,0,0,0,23,2.091,0.182
ChIJ430fSp5cXIYRBI6yCb1ZzMg,0,6,1,0,0,6,1,80,2005-05-20,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,257413,Lil' Dragon Den Day Care,SAN ANTONIO,7330 MARBACH RD,78227 1918,Lil Dragon Den,2.3,33.0,5,medium_confidence,20.6,0,1,0,0,0,7,1.167,0.0
ChIJ47Ad8U-gToYR5IUbTqO29Zk,17,19,4,0,0,38,0,154,2005-03-25,"School Age Care,After School Care,Skill Classes",N,NO,NO,NO,268969,Lake Highlands Presbyterian CDC,DALLAS,8525 AUDELIA RD,75238 4201,Lake Highlands Presbyterian Church,4.2,30.0,5,high_confidence,20.8,0,0,0,0,0,40,1.053,0.447
ChIJ47VUULpYXIYRZJFK0lkrAz8,0,8,7,0,0,13,0,24,1991-08-19,"Accredited,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,105502,Green Acres Child Care Center,SAN ANTONIO,1710 S SAINT MARYS ST,78210 1635,Greenacres Child Care Center,4.3,22.0,5,high_confidence,34.4,1,0,0,0,0,15,1.154,0.0
ChIJ47wGPkOfToYRBb3EYBm3JoY,4,3,0,0,0,16,0,300,1997-04-28,"Snacks Provided,Part Time Care",N,NO,NO,NO,147720,Skillman Child Development,DALLAS,3014 SKILLMAN ST,75206 6129,Skillman Church of Christ Child Development Center,5.0,6.0,5,medium_confidence,28.7,0,0,0,0,0,7,0.438,0.25
ChIJ48zSKIG_QIYR7ipxQJ4H4yM,1,0,1,0,0,2,0,98,2025-09-24,"School Age Care,Meals Provided ,Snacks Provided",N,NO,NO,NO,1510065,Paraclete Christian Learning Academy,HOUSTON,3738 GRIGGS RD,77021 1308,Paraclete Christian Learning Academy,,,0,high_confidence,0.3,0,0,0,0,0,2,1.0,0.5
ChIJ4REezN-ZToYRzm90lEnZc98,0,9,6,0,0,13,0,125,2015-11-20,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Field Trips",N,NO,NO,NO,1172854,St John Learners Academy,DALLAS,2600 S MARSALIS AVE,75216 3021,St. John Learner's Academy,5.0,1.0,1,high_confidence,10.1,0,0,0,0,0,15,1.154,0.0
ChIJ4RKWI_-_QIYRJ0r7zvl7tyk,6,6,2,3,0,9,2,61,2010-05-17,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,532368,Learning Time Academy,HOUSTON,8433 ALMEDA RD STE U,77054 7102,Learning Time Academy,4.5,13.0,5,high_confidence,15.6,0,1,0,0,0,17,1.889,0.667
ChIJ4RbUIMxYXIYRbPW5I6Qf0Xg,1,1,2,0,0,12,0,150,2021-12-17,"School Age Care,Meals Provided ,After School Care,Snacks Provided",N,NO,NO,NO,1385737,Y School Age @ JT Brackenridge,SAN ANTONIO,1214 GUADALUPE ST,78207 5517,J.T. Brackenridge Elementary,,,0,medium_confidence,4.0,0,0,0,0,0,4,0.333,0.083
ChIJ4U367ih1ToYRoovIZVfBU8I,4,2,1,1,0,15,0,225,2025-05-23,"Meals Provided ,Snacks Provided,Skill Classes,Part Time Care",N,NO,NO,NO,1488463,Pinnacle Montessori Academy of Saginaw,FORT WORTH,6769 OLD DECATUR ROAD,76179,Pinnacle Montessori of Saginaw,4.3,23.0,5,high_confidence,0.6,0,0,0,0,0,8,0.533,0.267
ChIJ4U96tnVhXIYRmjUVcsxRFuY,1,6,8,0,0,6,0,225,2008-01-23,"School Age Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School",N,NO,NO,NO,320440,Primrose School of Huebner Village,SAN ANTONIO,2410 HUEBNER PARK,78248 1472,Primrose School of Huebner Village,4.8,58.0,5,high_confidence,17.9,1,0,0,0,0,15,2.5,0.167
ChIJ4UEkeV7KRIYRX5cNvE4CAM8,0,0,4,0,0,5,0,49,2020-01-03,"After School Care,Skill Classes,Part Time Care,Field Trips",Y,NO,NO,NO,1341629,Petite Ecole Internationale,AUSTIN,831 SPRINGDALE RD,78702 4042,Petite Ecole Internationale,5.0,1.0,1,high_confidence,6.0,0,1,0,0,0,4,0.8,0.0
ChIJ4VR1sjlJW4YR87SgBdGlAM0,0,0,0,0,0,9,0,34,2022-03-25,"School Age Care,Accredited,Snacks Provided,Part Time Care",Y,NO,NO,NO,1382459,Garden Blossom Preschool,AUSTIN,6000 MOUNTAIN SHADOWS DR,78735 8012,Garden Blossom Preschool,5.0,12.0,5,high_confidence,3.8,1,1,0,0,0,0,0.0,0.0
ChIJ4XJVSw-dQIYRlBSMbpHSPfg,7,2,2,1,0,15,1,322,1987-02-06,"Accredited,Meals Provided ,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Field Trips",N,NO,NO,NO,100363,Gloria Dei Early Childhood Program,HOUSTON,18220 UPPER BAY RD,77058 4127,Gloria Dei Lutheran Church,4.8,19.0,5,medium_confidence,38.9,1,0,0,0,0,12,0.8,0.467
ChIJ4XlReBLKRIYReVtjkjzp-i0,4,14,8,0,0,42,4,160,2006-04-05,"School Age Care,Accredited,After School Care,Snacks Provided,Field Trips",Y,NO,NO,NO,280870,Ridgetop YMCA,AUSTIN,5005 CASWELL AVE,78751 2622,Ridgetop Elementary School,,,0,medium_confidence,19.7,1,1,0,0,0,26,0.619,0.095
ChIJ4XtN1ID1XIYRfQ6bGM17y5I,0,5,1,0,1,6,0,51,2016-01-21,"After School Care,Snacks Provided",Y,NO,NO,NO,1195123,Y School Age @ Sunshine Cottage,SAN ANTONIO,603 E HILDEBRAND AVE,78212 2693,Sunshine Cottage School For Deaf Children,,,0,medium_confidence,9.9,0,1,0,0,0,7,1.167,0.0
ChIJ4Y0X29zBQIYRb_LDqxuLpFE,1,0,0,1,0,5,1,290,1985-12-03,"Before School Care,Accredited,After School Care,Part Time Care",N,NO,NO,NO,100711,Jack Segal Academy of Beth Yeshurun,HOUSTON,4525 BEECHNUT ST,77096 1801,Jack Segal Academy of Beth Yeshurun (formerly BYDS),,,0,high_confidence,40.1,1,0,0,0,0,2,0.4,0.2
ChIJ4Z5HlMfEQIYRjo9n_QqxJ2s,1,5,2,1,0,5,0,37,2008-03-11,,N,NO,NO,NO,346868,ILM Academy,HOUSTON,1209 CONRAD SAUER DR BLDG A,77043 4306,ILM Academy,,,0,high_confidence,17.8,0,0,0,0,0,9,1.8,0.2
ChIJ4_yP5mdMW4YRf-Jy-mVkkxE,1,0,4,0,0,7,0,91,1998-01-15,"Skill Classes,Part Time Care",N,NO,NO,NO,151949,Westoak Woods Baptist Preschool,AUSTIN,2900 SLAUGHTER LN W,78748 5701,Westoak Woods Baptist Church,4.1,27.0,5,high_confidence,28.0,0,0,0,0,0,5,0.714,0.143
ChIJ4aEeqd3rQIYRcjVnP0MuWL4,0,0,0,0,0,5,0,135,1992-10-19,"Accredited,After School Care",Y,NO,NO,NO,128364,Westbury Methodist Day School,HOUSTON,5200 WILLOWBEND BLVD,77096 5219,Westbury Methodist Day School,5.0,21.0,5,high_confidence,33.2,1,1,0,0,0,0,0.0,0.0
ChIJ4aWu60WXToYRVVT_vxC9KVc,3,5,2,0,0,9,0,119,2023-02-28,"Before School Care,After School Care,Snacks Provided,Part Time Care,Night Care",N,NO,NO,NO,1413320,Powerhouse Oak Cliff,DALLAS,4400 S R L THORNTON FWY,75224 5110,Life School Oak Cliff,,,0,medium_confidence,2.8,0,0,0,0,0,10,1.111,0.333
ChIJ4bKpkiiRQIYRhBB5c_nBeTw,0,3,4,0,0,7,0,86,2024-06-12,"School Age Care,Meals Provided ,After School Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1465978,Armenta's Early Childhood Development II,HOUSTON,10330 BLACKHAWK BLVD,77089 2798,Armenta's Early Childhood Development- Blackhawk,5.0,8.0,5,high_confidence,1.6,0,1,0,0,0,7,1.0,0.0
ChIJ4cbFO4bbQIYROXAqe_aFFns,0,3,12,0,0,6,1,100,2017-10-24,"After School Care,Snacks Provided,Skill Classes",N,NO,NO,NO,1271415,iKids U at Nottingham Elementary School,HOUSTON,570 NOTTINGHAM OAKS TRL,77079 6365,Nottingham Elementary School,,,0,high_confidence,8.2,0,0,0,0,0,15,2.5,0.0
ChIJ4cyhDdPQQIYROak2EFtraAo,2,1,1,0,0,8,0,96,1989-01-30,"Meals Provided ,Snacks Provided,Part Time Care",N,NO,NO,NO,106015,West Montessori School Of Copperfield,HOUSTON,15810 LONGENBAUGH DR,77095 1601,West Montessori School of Copperfield,4.7,62.0,5,high_confidence,36.9,0,0,0,0,0,4,0.5,0.25
ChIJ4dHQZQ7dQIYRaKZOJchV4aA,1,1,1,0,0,10,0,254,2002-06-12,,N,NO,NO,NO,200020,Cook Head Start,HOUSTON,6959 COOK RD,77072 2240,Cook Road Head Start Center,3.7,28.0,5,medium_confidence,23.6,0,0,0,0,0,3,0.3,0.1
ChIJ4fCOyt1yToYR-uDGIlKHzTU,0,2,1,0,0,8,0,12,2009-02-06,"Drop-In Care,Part Time Care,Weekend Care,Night Care",N,NO,NO,NO,359472,Ridglea Country Club,FORT WORTH,3700 BERNIE ANDERSON AVE,76116 7301,Ridglea Country Club - North,4.6,372.0,5,high_confidence,16.9,0,0,0,0,0,3,0.375,0.0
ChIJ4w9A_ZqeQIYRAQ25VftO6XA,0,3,1,0,0,10,0,130,2006-06-26,"Accredited,After School Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,282627,Pinebrook KinderCare,HOUSTON,4422 CLEAR LAKE CITY BLVD,77059 8000,Pinebrook KinderCare,4.9,35.0,5,high_confidence,19.5,1,1,0,0,0,4,0.4,0.0
ChIJ4wd7qCW_QIYRSU-dVeL_Kls,0,0,1,0,0,10,0,78,2022-10-25,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1403483,"Daniel's Academic Academy, LLC",HOUSTON,4025 GRIGGS RD,77021 1447,Daniels Academic Academy,5.0,3.0,3,high_confidence,3.2,0,1,0,0,0,1,0.1,0.0
ChIJ4x4gq4BuToYRDGpuS3tGRLA,6,8,2,1,0,8,0,130,2000-05-04,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Transportation to/from School ,Field Trips",Y,NO,NO,NO,95605,Harvest Child Enrichment Center,FORT WORTH,7501 CROWLEY RD,76134 4202,Harvest Child Enrichment Center,5.0,9.0,5,high_confidence,25.7,0,1,0,0,0,17,2.125,0.75
ChIJ4x9uiwu4QIYRjj96FhG8ZEU,1,1,2,2,0,9,2,78,2006-03-22,"School Age Care,Before School Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,282818,Bright Stars Academy,HOUSTON,712 E TIDWELL RD STE J,77022 1842,Bright Stars Academy,4.1,9.0,5,high_confidence,19.8,1,1,0,0,0,6,0.667,0.111
ChIJ4xt4L5XOQIYRjBlwA0bnMPQ,1,3,7,0,0,7,0,60,2015-02-17,"School Age Care,Before School Care,After School Care,Snacks Provided",N,NO,NO,NO,1154426,Campus Kids@McDougle Elementary School  SAP,HOUSTON,10410 KANSACK LN,77086 1623,McDougle Elementary School,,,0,medium_confidence,10.9,0,0,0,0,0,11,1.571,0.143
ChIJ4y5mkITKRIYRgf9EB1J05PM,0,2,2,0,0,28,0,85,2024-01-29,"School Age Care,After School Care,Skill Classes",N,NO,NO,NO,1455000,iKids U @ Bryker Woods,AUSTIN,3309 KERBEY LN,78703 1452,Bryker Woods Elementary School,,,0,medium_confidence,1.9,0,0,0,0,0,4,0.143,0.0
ChIJ4zLMNkFiXIYR9YWxLXDPtGs,0,8,2,0,0,16,0,165,2021-12-27,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Field Trips",Y,NO,NO,NO,1382936,Spanish Grove Academy- Edquisitive Montessori,SAN ANTONIO,22215 WILDERNESS OAK,78258 2511,Spanish Grove Academy - Edquisitive Montessori,5.0,2.0,2,high_confidence,4.0,0,1,0,0,0,10,0.625,0.0
ChIJ50-rYpDdQIYRO3fJSExl6HA,0,0,1,0,0,5,0,117,2025-10-14,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School",N,NO,NO,NO,1502117,KIDZ ROCKET 3,HOUSTON,8610 SYNOTT RD,77083 6018,Kidz Rocket Learning Center,4.2,22.0,5,medium_confidence,0.2,0,0,0,0,0,1,0.2,0.0
ChIJ502UZlq1RIYR2GcL87YTyx8,0,1,0,0,0,6,0,103,2003-07-22,,Y,NO,NO,NO,217344,West Austin Youth Association  Developmental Mornings,AUSTIN,1314 EXPOSITION BLVD,78703,WAYA (West Austin Youth Association) & WAYA Preschool,3.7,19.0,5,medium_confidence,22.4,0,1,0,0,0,1,0.167,0.0
ChIJ50Apydl7ToYR2-y-VX58yTc,3,9,3,0,0,15,1,181,1997-08-01,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Field Trips",Y,NO,NO,NO,151901,Temple Days,FORT WORTH,6816 RANDOL MILL RD,76120 1248,Temple Days Daycare,4.8,21.0,5,medium_confidence,28.4,0,1,0,0,0,15,1.0,0.2
ChIJ50vSFTyZToYRwFnah9RwT_w,2,3,6,0,0,13,0,130,2020-07-27,"Accredited,Meals Provided ,Snacks Provided",N,NO,NO,NO,1347550,Primrose School Klyde Warren Park,DALLAS,1909 WOODALL RODGERS FWY STE 100,75201 2200,Primrose School at Klyde Warren Park,5.0,21.0,5,high_confidence,5.4,1,0,0,0,0,11,0.846,0.154
ChIJ51V0enahToYRrs0sTbCQFiw,0,0,0,0,0,7,0,134,2016-09-01,"Accredited,Part Time Care",N,NO,NO,NO,1246305,The Children's Preschool Center,DALLAS,1450 OLD GATE LN STE 100,75218 4103,The Children's Center,4.6,9.0,5,high_confidence,9.3,1,0,0,0,0,0,0.0,0.0
ChIJ52VvvzXKQIYRmULoFlSc_Vk,0,0,1,0,0,6,0,147,1993-12-13,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School ,Field Trips",Y,NO,NO,NO,118465,Cranbrook Learning Connection,HOUSTON,13331 Kuykendahl  Suite 101 & Suite 122,77090,Canbrook Learning Connection,4.6,27.0,5,medium_confidence,32.1,0,1,0,0,0,1,0.167,0.0
ChIJ53zZ7O2-QIYRdpglsoUoR6E,3,5,2,0,0,10,0,102,2011-03-22,"School Age Care,After School Care,Snacks Provided",Y,NO,NO,NO,754370,YMCA Afterschool-Lantrip Elementary School,HOUSTON,100 TELEPHONE RD,77023 1834,Lantrip Elementary School,,,0,medium_confidence,14.8,0,1,0,0,0,10,1.0,0.3
ChIJ54vxCLTHQIYRP7oZFqn9_NI,2,4,7,0,0,10,0,136,2024-01-25,"School Age Care,Accredited,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1454256,KCE Champions LLC @ KIPP Nexus,HOUSTON,4211 WATONGA BLVD,77092 5324,Champions at KIPP Nexus Primary,,,0,medium_confidence,1.9,1,1,0,0,0,13,1.3,0.2
ChIJ55d7mueZToYRNFkg60eKyqE,1,3,6,0,0,13,0,39,2020-11-25,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Field Trips",Y,NO,NO,NO,1348666,Peari's Preparatory Academy,DALLAS,3814 MARYLAND AVE,75216 6116,Peari's Preparatory Academy,4.6,9.0,5,high_confidence,5.1,0,1,0,0,0,10,0.769,0.077
ChIJ55xEpe52ToYRxpx4ZldnNZ8,3,1,0,0,0,10,0,60,2003-06-23,"Meals Provided ,Snacks Provided",Y,NO,NO,NO,216690,Diamond Road Head Start and Child Development Center,FORT WORTH,2526 DIAMOND RD,76106 6568,Diamond Road Child Development Center,5.0,5.0,5,high_confidence,22.5,0,1,0,0,0,4,0.4,0.3
ChIJ56LqObHRQIYROrkOFAJCF0A,2,4,1,0,0,6,0,75,2025-11-24,"School Age Care,Before School Care,Accredited,Get Well Care,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1500475,Just 4 Kids Learning Academy,HOUSTON,11430 WEST RD,77065 4712,Just 4 Kids Learning Academy,4.6,40.0,5,high_confidence,0.1,1,0,0,0,0,7,1.167,0.333
ChIJ56PcNBrLRIYRzUVfGsKnwbU,0,9,0,0,0,7,5,211,2005-11-21,"Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Field Trips",Y,NO,NO,NO,271865,Leaps n Bounds,AUSTIN,7010 VILLAGE CENTER DR,78731 3024,Leaps N Bounds,4.5,21.0,5,high_confidence,20.1,0,1,0,0,0,9,1.286,0.0
ChIJ58C6w8cyW4YR0EHByLzOMfM,0,0,0,0,0,3,0,157,2025-11-07,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1515011,Stepping Stone School VI,AUSTIN,12301 HYMEADOW DR,78750 1816,Stepping Stone School Lakeline,4.8,27.0,5,medium_confidence,0.2,0,0,0,0,0,0,0.0,0.0
ChIJ5QduLXa_QIYRtN7mVTj-kc0,1,2,0,0,0,10,0,49,2002-10-11,"School Age Care,Meals Provided ,Snacks Provided,Part Time Care",N,NO,NO,NO,205695,Montessori Country Day School,HOUSTON,4909 CRAWFORD ST,77004 5732,Montessori Country Day School - Crawford Campus,,,0,medium_confidence,23.2,0,0,0,0,0,3,0.3,0.1
